Prophage	Defense_System	System_Type	System_Subtype	Coverage
GCA_025791345.1_ASM2579134v1/JAOXKN010000004.1_provirus_102391_137469	GCA_025791345.1_ASM2579134v1_DS-1_1	DS-1	DS-1	100.00%
GCA_025791345.1_ASM2579134v1/JAOXKN010000004.1_provirus_102391_137469	GCA_025791345.1_ASM2579134v1_RosmerTA_3	RosmerTA	RosmerTA	58.80%
GCA_902202505.1_BS2256/CABINS010000003.1_provirus_123278_162437	GCA_902202505.1_BS2256_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_902202505.1_BS2256/CABINS010000027.1_provirus_51794_71162	GCA_902202505.1_BS2256_Hachiman_5	Hachiman	Hachiman	100.00%
GCA_024319085.1_PDT001363022.1/DAIHBQ010000093.1_provirus_9835_21117	GCA_024319085.1_PDT001363022.1_Gabija_1	Gabija	Gabija	100.00%
GCA_016010095.1_ASM1601009v1/JADTRJ010000006.1_provirus_66015_106573	GCA_016010095.1_ASM1601009v1_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_017153095.1_ASM1715309v1/JAFJBF010000013.1_provirus_16054_84149	GCA_017153095.1_ASM1715309v1_RM_Type_IIG_4	RM	RM_Type_IIG	100.00%
GCA_033798185.1_ASM3379818v1/JAVFGV010000002.1_provirus_524601_562450	GCA_033798185.1_ASM3379818v1_PD-T7-4_7	PD-T7-4	PD-T7-4	100.00%
GCA_033798185.1_ASM3379818v1/JAVFGV010000012.1_provirus_70768_108133	GCA_033798185.1_ASM3379818v1_RosmerTA_9	RosmerTA	RosmerTA	100.00%
GCA_033797075.1_ASM3379707v1/JAVFER010000001.1_provirus_441217_481650	GCA_033797075.1_ASM3379707v1_Gao_Iet_2	Gao_Iet	Gao_Iet	34.79%
GCA_033797075.1_ASM3379707v1/JAVFER010000011.1_provirus_24066_34944	GCA_033797075.1_ASM3379707v1_RM_Type_II_7	RM	RM_Type_II	52.47%
GCA_034438055.1_ASM3443805v1/JAVDZJ010000001.1_provirus_464068_515755	GCA_034438055.1_ASM3443805v1_DS-6_3	DS-6	DS-6	100.00%
GCA_003332645.1_ASM333264v1/QDGM01000009.1_provirus_122343_161650	GCA_003332645.1_ASM333264v1_PD-T7-4_1	PD-T7-4	PD-T7-4	100.00%
GCA_963443025.1_t123_s_C8.1/CAUMMC010000023.1_provirus_23602_35491	GCA_963443025.1_t123_RM_Type_IV_6	RM	RM_Type_IV	100.00%
GCA_029604545.1_ASM2960454v1/JAKKKZ010000003.1_provirus_24274_79299	GCA_029604545.1_ASM2960454v1_Hma_6	Hma	Hma	100.00%
GCA_029604545.1_ASM2960454v1/JAKKKZ010000003.1_provirus_24274_79299	GCA_029604545.1_ASM2960454v1_HEC-02_4	HEC-02	HEC-02	100.00%
GCA_029604545.1_ASM2960454v1/JAKKKZ010000003.1_provirus_24274_79299	GCA_029604545.1_ASM2960454v1_HEC-08_5	HEC-08	HEC-08	100.00%
GCA_031822845.1_ASM3182284v1/JAVQPB010000008.1_provirus_62376_104822	GCA_031822845.1_ASM3182284v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_023806385.1_ASM2380638v1/JAMSLC010000005.1_provirus_321091_369280	GCA_023806385.1_ASM2380638v1_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_000520175.1_Pseu_aeru_PS50_V1/KI914433.1_provirus_4914301_4969756	GCA_000520175.1_Pseu_RM_Type_II_15	RM	RM_Type_II	100.00%
GCA_003836085.1_ASM383608v1/NSSH01000004.1_provirus_462261_476119	GCA_003836085.1_ASM383608v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_028609445.1_ASM2860944v1/CP075822.1_provirus_2343046_2392458	GCA_028609445.1_ASM2860944v1_Gabija_1	Gabija	Gabija	100.00%
GCA_021556505.1_ASM2155650v1/JAKGDP010000003.1_provirus_355771_393749	GCA_021556505.1_ASM2155650v1_PD-Lambda-5_8	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_023717625.1_ASM2371762v1/JAMQSA010000016.1_provirus_22592_70255	GCA_023717625.1_ASM2371762v1_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_023717625.1_ASM2371762v1/JAMQSA010000016.1_provirus_22592_70255	GCA_023717625.1_ASM2371762v1_CAS_Class1-Subtype-I-F_7	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_963427995.1_t95_srt_H8.1/CAUKFG010000024.1_provirus_883_28501	GCA_963427995.1_t95_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_963452005.1_t159_d1_H9.1/CAUNUZ010000023.1_provirus_53190_66379	GCA_963452005.1_t159_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_963452005.1_t159_d1_H9.1/CAUNUZ010000014.1_provirus_2_47133	GCA_963452005.1_t159_Retron_III_4	Retron	Retron_III	100.00%
GCA_028609405.1_ASM2860940v1/CP075820.1_provirus_1227104_1271513	GCA_028609405.1_ASM2860940v1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_009727335.1_ASM972733v1/WOAM01000013.1_provirus_67_28861	GCA_009727335.1_ASM972733v1_CBASS_I_3	CBASS	CBASS_I	100.00%
GCA_009727335.1_ASM972733v1/WOAM01000013.1_provirus_67_28861	GCA_009727335.1_ASM972733v1_PsyrTA_8	PsyrTA	PsyrTA	100.00%
GCA_009727335.1_ASM972733v1/WOAM01000013.1_provirus_67_28861	GCA_009727335.1_ASM972733v1_RM_Type_I_15	RM	RM_Type_I	100.00%
GCA_009727335.1_ASM972733v1/WOAM01000013.1_provirus_67_28861	GCA_009727335.1_ASM972733v1_RM_Type_IV_18	RM	RM_Type_IV	100.00%
GCA_009727335.1_ASM972733v1/WOAM01000013.1_provirus_67_28861	GCA_009727335.1_ASM972733v1_AbiE_1	AbiE	AbiE	60.56%
GCA_028568085.1_ASM2856808v1/JAPUXP010000015.1_provirus_70564_126816	GCA_028568085.1_ASM2856808v1_BstA_1	BstA	BstA	100.00%
GCA_032469235.1_ASM3246923v1/JAUZAQ010000003.1_provirus_398071_438809	GCA_032469235.1_ASM3246923v1_Lamassu-Cap4_nuclease_3	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_030738995.1_ASM3073899v1/JARKKV010000008.1_provirus_542113_577738	GCA_030738995.1_ASM3073899v1_DS-1_3	DS-1	DS-1	100.00%
GCA_019688495.1_ASM1968849v1/JADITQ010000004.1_provirus_137323_161130	GCA_019688495.1_ASM1968849v1_Thoeris_II_3	Thoeris	Thoeris_II	59.21%
GCA_019688495.1_ASM1968849v1/JADITQ010000004.1_provirus_81016_107257	GCA_019688495.1_ASM1968849v1_RloC_2	RloC	RloC	100.00%
GCA_019688495.1_ASM1968849v1/JADITQ010000004.1_provirus_137323_161130	GCA_019688495.1_ASM1968849v1_Lit_1	Lit	Lit	100.00%
GCA_019688495.1_ASM1968849v1/JADITQ010000009.1_provirus_142023_177211	GCA_019688495.1_ASM1968849v1_RosmerTA_4	RosmerTA	RosmerTA	100.00%
GCA_027570495.1_ASM2757049v1/CP104867.1_provirus_1615050_1627319	GCA_027570495.1_ASM2757049v1_PfiAT_2	PfiAT	PfiAT	41.78%
GCA_003632865.1_ASM363286v1/RAAJ01000003.1_provirus_142935_183924	GCA_003632865.1_ASM363286v1_BstA_1	BstA	BstA	100.00%
GCA_024352565.1_PDT001363439.1/DAIHJH010000018.1_provirus_26837_65781	GCA_024352565.1_PDT001363439.1_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963446465.1_t159_d1_D5.1/CAUMZP010000024.1_provirus_53190_66379	GCA_963446465.1_t159_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_963446465.1_t159_d1_D5.1/CAUMZP010000015.1_provirus_2_47133	GCA_963446465.1_t159_Retron_III_4	Retron	Retron_III	100.00%
GCA_004152825.1_ASM415282v1/SEME01000008.1_provirus_120877_158874	GCA_004152825.1_ASM415282v1_DS-1_1	DS-1	DS-1	100.00%
GCA_002312535.1_ASM231253v1/MWXI01000003.1_provirus_450258_461238	GCA_002312535.1_ASM231253v1_Retron_IV_3	Retron	Retron_IV	100.00%
GCA_031848715.1_ASM3184871v1/JASCFT010000016.1_provirus_28511_47759	GCA_031848715.1_ASM3184871v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_025106785.1_ASM2510678v1/JANYQO010000002.1_provirus_26176_66929	GCA_025106785.1_ASM2510678v1_Lamassu-Cap4_nuclease_3	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_001449325.1_WH-SGI-V-07070/LLLK01000058.1_provirus_142314_190112	GCA_001449325.1_WH-SGI-V-07070_BstA_1	BstA	BstA	100.00%
GCA_001453945.1_WH-SGI-V-07279/LLUF01000044.1_provirus_85216_121796	GCA_001453945.1_WH-SGI-V-07279_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_028595525.2_ASM2859552v2/CP118641.1_provirus_2605177_2640098	GCA_028595525.2_ASM2859552v2_Tiamat_18	Tiamat	Tiamat	100.00%
GCA_028595525.2_ASM2859552v2/CP118641.1_provirus_1235883_1280466	GCA_028595525.2_ASM2859552v2_ShosTA_4	ShosTA	ShosTA	100.00%
GCA_028595525.2_ASM2859552v2/CP118641.1_provirus_5177593_5188984	GCA_028595525.2_ASM2859552v2_Gabija_2	Gabija	Gabija	49.55%
GCA_963431225.1_p4_d1_F6.1/CAUKSV010000002.1_provirus_366945_419497	GCA_963431225.1_p4_RM_Type_I_8	RM	RM_Type_I	41.71%
GCA_034045455.1_ASM3404545v1/JAXCPR010000007.1_provirus_29237_86466	GCA_034045455.1_ASM3404545v1_BstA_1	BstA	BstA	100.00%
GCA_033140585.1_ASM3314058v1/JAWLOK010000015.1_provirus_33721_77075	GCA_033140585.1_ASM3314058v1_ShosTA_8	ShosTA	ShosTA	100.00%
GCA_034046595.1_ASM3404659v1/JAXCNL010000011.1_provirus_118613_154841	GCA_034046595.1_ASM3404659v1_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_002193655.1_ASM219365v1/NIOM01000064.1_provirus_8336_52611	GCA_002193655.1_ASM219365v1_JukAB_7	JukAB	JukAB	28.92%
GCA_963447015.1_p56_s_C1.1/CAUNBE010000007.1_provirus_60223_106793	GCA_963447015.1_p56_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_033884905.1_PDT001994442.1/DARROT010000050.1_provirus_19743_30246	GCA_033884905.1_PDT001994442.1_Rst_3HP_8	Rst_3HP	Rst_3HP	24.28%
GCA_022475555.3_ASM2247555v3/CP137919.1_provirus_2547082_2592735	GCA_022475555.3_ASM2247555v3_AbiU_1	AbiU	AbiU	100.00%
GCA_022475555.3_ASM2247555v3/CP137919.1_provirus_5179648_5227116	GCA_022475555.3_ASM2247555v3_RM_Type_I_30	RM	RM_Type_I	43.61%
GCA_022475555.3_ASM2247555v3/CP137919.1_provirus_5179648_5227116	GCA_022475555.3_ASM2247555v3_Septu_22	Septu	Septu	34.57%
GCA_001452885.1_WH-SGI-V-07252/LLTM01000008.1_provirus_3_34525	GCA_001452885.1_WH-SGI-V-07252_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_003585015.1_ASM358501v1/LSQE01000104.1_provirus_128_26938	GCA_003585015.1_ASM358501v1_Gabija_2	Gabija	Gabija	100.00%
GCA_003838695.1_ASM383869v1/NSWC01000002.1_provirus_59158_72629	GCA_003838695.1_ASM383869v1_Gao_Tmn_3	Gao_Tmn	Gao_Tmn	100.00%
GCA_003838695.1_ASM383869v1/NSWC01000003.1_provirus_651457_707082	GCA_003838695.1_ASM383869v1_DS-6_1	DS-6	DS-6	100.00%
GCA_019690465.1_ASM1969046v1/JADIUL010000001.1_provirus_309518_354710	GCA_019690465.1_ASM1969046v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_000793205.1_AZPAE15057/JTMP01000002.1_provirus_22142_59142	GCA_000793205.1_AZPAE15057_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_019688455.1_ASM1968845v1/JADITN010000001.1_provirus_117035_131856	GCA_019688455.1_ASM1968845v1_Retron_III_15	Retron	Retron_III	100.00%
GCA_003055295.1_ASM305529v1/QBEB01000014.1_provirus_66883_115398	GCA_003055295.1_ASM305529v1_CAS_Class1-Subtype-I-F_20	CasFinder	CAS_Class1-Subtype-I-F	100.00%
GCA_025003525.1_PDT001388355.1/DAIZMX010000015.1_provirus_16674_59546	GCA_025003525.1_PDT001388355.1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_031208585.1_ASM3120858v1/JAUZWM010000013.1_provirus_52632_65410	GCA_031208585.1_ASM3120858v1_RM_Type_IV_4	RM	RM_Type_IV	100.00%
GCA_031208585.1_ASM3120858v1/JAUZWM010000001.1_provirus_187189_222159	GCA_031208585.1_ASM3120858v1_DS-11_1	DS-11	DS-11	100.00%
GCA_032633405.1_PDT001923742.1/ABNTAH010000003.1_provirus_65227_85983	GCA_032633405.1_PDT001923742.1_Shedu_4	Shedu	Shedu	100.00%
GCA_032633405.1_PDT001923742.1/ABNTAH010000016.1_provirus_92076_132764	GCA_032633405.1_PDT001923742.1_PD-T7-4_13	PD-T7-4	PD-T7-4	100.00%
GCA_023699885.1_ASM2369988v1/JAMPJR010000038.1_provirus_18497_27887	GCA_023699885.1_ASM2369988v1_RM_Type_II_14	RM	RM_Type_II	100.00%
GCA_003836205.1_ASM383620v1/NSSE01000003.1_provirus_479618_506105	GCA_003836205.1_ASM383620v1_SspBCDE_3	SspBCDE	SspBCDE	100.00%
GCA_022916475.3_ASM2291647v3/CP137914.1_provirus_5356723_5402174	GCA_022916475.3_ASM2291647v3_AbiU_1	AbiU	AbiU	100.00%
GCA_030738735.1_ASM3073873v1/JARKKI010000019.1_provirus_180690_244501	GCA_030738735.1_ASM3073873v1_PrrC_10	PrrC	PrrC	100.00%
GCA_030738735.1_ASM3073873v1/JARKKI010000019.1_provirus_180690_244501	GCA_030738735.1_ASM3073873v1_DS-19_5	DS-19	DS-19	100.00%
GCA_003332655.1_ASM333265v1/QDGW01000012.1_provirus_96677_106340	GCA_003332655.1_ASM333265v1_RM_Type_II_12	RM	RM_Type_II	30.12%
GCA_003837365.1_ASM383736v1/NSTJ01000001.1_provirus_327724_365569	GCA_003837365.1_ASM383736v1_PD-Lambda-5_4	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_029988045.1_ASM2998804v1/JASAPU010000002.1_provirus_364571_403027	GCA_029988045.1_ASM2998804v1_HEC-07_2	HEC-07	HEC-07	100.00%
GCA_034438175.1_ASM3443817v1/JAVDZN010000001.1_provirus_429938_481625	GCA_034438175.1_ASM3443817v1_DS-6_3	DS-6	DS-6	100.00%
GCA_031824195.1_ASM3182419v1/JAVQQG010000003.1_provirus_18617_32604	GCA_031824195.1_ASM3182419v1_RM_Type_IV_22	RM	RM_Type_IV	100.00%
GCA_031824195.1_ASM3182419v1/JAVQQG010000003.1_provirus_18617_32604	GCA_031824195.1_ASM3182419v1_Lamassu-Cap4_nuclease_5	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_031847755.1_ASM3184775v1/JASCHP010000018.1_provirus_53712_65827	GCA_031847755.1_ASM3184775v1_Menshen_3	Menshen	Menshen	100.00%
GCA_014040825.1_ASM1404082v1/JACEUY010000012.1_provirus_90392_124304	GCA_014040825.1_ASM1404082v1_Gabija_8	Gabija	Gabija	100.00%
GCA_023806365.1_ASM2380636v1/JAMSLE010000002.1_provirus_64065_112254	GCA_023806365.1_ASM2380636v1_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_028569835.1_ASM2856983v1/JAPVAY010000019.1_provirus_21465_70692	GCA_028569835.1_ASM2856983v1_BstA_1	BstA	BstA	100.00%
GCA_004372925.1_ASM437292v1/RWQW01000005.1_provirus_450124_459825	GCA_004372925.1_ASM437292v1_ShosTA_3	ShosTA	ShosTA	59.88%
GCA_034810865.1_PDT002042966.1/DATZGE010000024.1_provirus_10691_23843	GCA_034810865.1_PDT002042966.1_PARIS_I_2	Paris	PARIS_I	59.17%
GCA_034810865.1_PDT002042966.1/DATZGE010000024.1_provirus_10691_23843	GCA_034810865.1_PDT002042966.1_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_963438345.1_t100_d1_F7.1/CAULUA010000001.1_provirus_751528_801757	GCA_963438345.1_t100_RM_Type_I_21	RM	RM_Type_I	100.00%
GCA_963438345.1_t100_d1_F7.1/CAULUA010000001.1_provirus_751528_801757	GCA_963438345.1_t100_Septu_8	Septu	Septu	100.00%
GCA_963438345.1_t100_d1_F7.1/CAULUA010000004.1_provirus_329190_374669	GCA_963438345.1_t100_AbiU_1	AbiU	AbiU	100.00%
GCA_031822755.1_ASM3182275v1/JAVQOY010000007.1_provirus_97735_140181	GCA_031822755.1_ASM3182275v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_963435555.1_p23_d1_D11.1/CAULJL010000011.1_provirus_114556_151139	GCA_963435555.1_p23_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_963439125.1_p9_s_H5.1/CAULXF010000028.1_provirus_21363_31316	GCA_963439125.1_p9_ShosTA_1	ShosTA	ShosTA	59.88%
GCA_030767195.1_ASM3076719v1/JASFXO010000036.1_provirus_13324_37932	GCA_030767195.1_ASM3076719v1_Shedu_4	Shedu	Shedu	100.00%
GCA_030767195.1_ASM3076719v1/JASFXO010000013.1_provirus_137783_177499	GCA_030767195.1_ASM3076719v1_PD-T7-4_13	PD-T7-4	PD-T7-4	100.00%
GCA_963444795.1_t144_d1_F4.1/CAUMTN010000040.1_provirus_14793_20010	GCA_963444795.1_t144_AbiAlpha_1	AbiAlpha	AbiAlpha	100.00%
GCA_018026675.1_ASM1802667v1/JAGKSV010000001.1_provirus_167404_219989	GCA_018026675.1_ASM1802667v1_RM_Type_I_9	RM	RM_Type_I	41.71%
GCA_018026675.1_ASM1802667v1/JAGKSV010000002.1_provirus_370861_382319	GCA_018026675.1_ASM1802667v1_Retron_IV_7	Retron	Retron_IV	100.00%
GCA_023699745.1_ASM2369974v1/JAMPJI010000031.1_provirus_34195_43585	GCA_023699745.1_ASM2369974v1_RM_Type_II_12	RM	RM_Type_II	100.00%
GCA_963426765.1_t30_s_D10.1/CAUKBM010000024.1_provirus_1_51914	GCA_963426765.1_t30_Zorya_TypeI_2	Zorya	Zorya_TypeI	64.33%
GCA_963430675.1_t152_d1_B8.1/CAUKQI010000001.1_provirus_355414_391675	GCA_963430675.1_t152_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_021675495.1_PDT000771023.1/DAFQFG010000002.1_provirus_330899_373589	GCA_021675495.1_PDT000771023.1_RM_Type_II_4	RM	RM_Type_II	100.00%
GCA_021711675.1_PDT000424187.1/DAFSIV010000001.1_provirus_26245_80524	GCA_021711675.1_PDT000424187.1_BstA_1	BstA	BstA	100.00%
GCA_021711675.1_PDT000424187.1/DAFSIV010000010.1_provirus_14640_35545	GCA_021711675.1_PDT000424187.1_Gabija_2	Gabija	Gabija	100.00%
GCA_021513555.1_ASM2151355v1/CP069332.1_provirus_1502253_1516112	GCA_021513555.1_ASM2151355v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_015734065.1_ASM1573406v1/JADSNA010000027.1_provirus_78388_86870	GCA_015734065.1_ASM1573406v1_RloC_1	RloC	RloC	100.00%
GCA_963445585.1_p85_d1_D5.1/CAUMVG010000024.1_provirus_70197_107197	GCA_963445585.1_p85_PD-T7-4_8	PD-T7-4	PD-T7-4	100.00%
GCA_013433525.1_ASM1343352v1/JAALHH010000003.1_provirus_239770_289531	GCA_013433525.1_ASM1343352v1_ShosTA_4	ShosTA	ShosTA	100.00%
GCA_900143795.1_18/FRFQ01000064.1_provirus_485391_570132	GCA_900143795.1_18_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_021669335.3_ASM2166933v3/CP136983.1_provirus_2509645_2555096	GCA_021669335.3_ASM2166933v3_AbiU_1	AbiU	AbiU	100.00%
GCA_026239885.1_ASM2623988v1/JAPHVW010000054.1_provirus_77699_120392	GCA_026239885.1_ASM2623988v1_ShosTA_6	ShosTA	ShosTA	100.00%
GCA_002330305.1_ASM233030v1/NRAS01000038.1_provirus_12983_62389	GCA_002330305.1_ASM233030v1_BstA_1	BstA	BstA	100.00%
GCA_023907225.1_ASM2390722v1/STRZ01000026.1_provirus_48399_102904	GCA_023907225.1_ASM2390722v1_RosmerTA_9	RosmerTA	RosmerTA	100.00%
GCA_031848535.1_ASM3184853v1/JASCGC010000016.1_provirus_28507_47755	GCA_031848535.1_ASM3184853v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_028595615.2_ASM2859561v2/JAPWKW020000001.1_provirus_3999287_4053026	GCA_028595615.2_ASM2859561v2_BstA_1	BstA	BstA	100.00%
GCA_016340585.1_ASM1634058v1/JAEIAH010000059.1_provirus_3_13558	GCA_016340585.1_ASM1634058v1_RM_Type_II_12	RM	RM_Type_II	100.00%
GCA_027857395.1_ASM2785739v1/JAOUTL010000018.1_provirus_63282_100661	GCA_027857395.1_ASM2785739v1_GAPS4_1	GAPS4	GAPS4	100.00%
GCA_031850555.1_ASM3185055v1/JASCCF010000056.1_provirus_20242_31536	GCA_031850555.1_ASM3185055v1_Retron_III_5	Retron	Retron_III	100.00%
GCA_022342765.1_ASM2234276v1/JAIWSC010000021.1_provirus_52487_101002	GCA_022342765.1_ASM2234276v1_CAS_Class1-Subtype-I-F_19	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_024587665.1_ASM2458766v1/JAKGUP010000004.1_provirus_86144_121113	GCA_024587665.1_ASM2458766v1_DS-11_1	DS-11	DS-11	100.00%
GCA_023717125.1_ASM2371712v1/JAMQSX010000019.1_provirus_21471_29584	GCA_023717125.1_ASM2371712v1_RM_Type_II_6	RM	RM_Type_II	43.00%
GCA_026623075.1_ASM2662307v1/JAPMUV010000002.1_provirus_420844_458689	GCA_026623075.1_ASM2662307v1_AbiU_1	AbiU	AbiU	100.00%
GCA_003798145.1_ASM379814v1/CP033685.1_provirus_2997340_3046978	GCA_003798145.1_ASM379814v1_CAS_Class1-Subtype-I-F_9	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_029639685.1_PDT001683877.1/DAOGIT010000019.1_provirus_77695_120388	GCA_029639685.1_PDT001683877.1_ShosTA_1	ShosTA	ShosTA	100.00%
GCA_020180025.1_ASM2018002v1/JAIPTG010000012.1_provirus_207439_252527	GCA_020180025.1_ASM2018002v1_PD-Lambda-5_15	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_020180025.1_ASM2018002v1/JAIPTG010000012.1_provirus_207439_252527	GCA_020180025.1_ASM2018002v1_Lamassu-Cap4_nuclease_1	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_020180025.1_ASM2018002v1/JAIPTG010000020.1_provirus_51501_79226	GCA_020180025.1_ASM2018002v1_Shedu_3	Shedu	Shedu	100.00%
GCA_020180025.1_ASM2018002v1/JAIPTG010000011.1_provirus_137858_178546	GCA_020180025.1_ASM2018002v1_PD-T7-4_12	PD-T7-4	PD-T7-4	100.00%
GCA_030742075.1_ASM3074207v1/JARKLZ010000016.1_provirus_68647_110207	GCA_030742075.1_ASM3074207v1_Lamassu-Cap4_nuclease_1	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_030742075.1_ASM3074207v1/JARKLZ010000008.1_provirus_120682_154581	GCA_030742075.1_ASM3074207v1_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_016090535.1_ASM1609053v1/JADTKU010000019.1_provirus_9829_50387	GCA_016090535.1_ASM1609053v1_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_031824235.1_ASM3182423v1/JAVQQH010000004.1_provirus_18617_32604	GCA_031824235.1_ASM3182423v1_RM_Type_IV_23	RM	RM_Type_IV	100.00%
GCA_031824235.1_ASM3182423v1/JAVQQH010000002.1_provirus_590750_602830	GCA_031824235.1_ASM3182423v1_Rst_DUF4238_8	Rst_DUF4238	Rst_DUF4238	100.00%
GCA_031824235.1_ASM3182423v1/JAVQQH010000004.1_provirus_18617_32604	GCA_031824235.1_ASM3182423v1_Lamassu-Cap4_nuclease_5	Lamassu-Fam	Lamassu-Cap4_nuclease	100.00%
GCA_029605765.1_ASM2960576v1/JAKKIR010000002.1_provirus_180734_236898	GCA_029605765.1_ASM2960576v1_BstA_2	BstA	BstA	100.00%
GCA_022638175.1_ASM2263817v1/CP093357.1_provirus_2430760_2465684	GCA_022638175.1_ASM2263817v1_Tiamat_12	Tiamat	Tiamat	100.00%
GCA_015734425.1_ASM1573442v1/JADSNH010000002.1_provirus_40416_77743	GCA_015734425.1_ASM1573442v1_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_031734335.1_ASM3173433v1/JASTZA010000001.1_provirus_310205_355397	GCA_031734335.1_ASM3173433v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_034046715.1_ASM3404671v1/JAXCNE010000003.1_provirus_537510_575366	GCA_034046715.1_ASM3404671v1_DS-1_4	DS-1	DS-1	100.00%
GCA_024615725.1_PDT001383395.1/DAILLT010000002.1_provirus_460159_498947	GCA_024615725.1_PDT001383395.1_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_900148045.1_82_1/FRVR01000057.1_provirus_17228_55207	GCA_900148045.1_82_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_029605435.1_ASM2960543v1/JAKKJI010000012.1_provirus_5328_44272	GCA_029605435.1_ASM2960543v1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_029605435.1_ASM2960543v1/JAKKJI010000077.1_provirus_8641_27812	GCA_029605435.1_ASM2960543v1_Hachiman_5	Hachiman	Hachiman	100.00%
GCA_963453485.1_t156_s_A10.1/CAUOAU010000015.1_provirus_2_15595	GCA_963453485.1_t156_RM_Type_II_10	RM	RM_Type_II	100.00%
GCA_003954725.1_ASM395472v1/RWWU01000189.1_provirus_16858_53257	GCA_003954725.1_ASM395472v1_RosmerTA_4	RosmerTA	RosmerTA	100.00%
GCA_003954725.1_ASM395472v1/RWWU01000142.1_provirus_81784_145490	GCA_003954725.1_ASM395472v1_RosmerTA_5	RosmerTA	RosmerTA	94.88%
GCA_002194055.1_ASM219405v1/NIPH01000073.1_provirus_118358_154361	GCA_002194055.1_ASM219405v1_RosmerTA_8	RosmerTA	RosmerTA	58.80%
GCA_001910105.1_ASM191010v1/MPVI01000140.1_provirus_9322_49063	GCA_001910105.1_ASM191010v1_DS-1_6	DS-1	DS-1	100.00%
GCA_003841635.1_ASM384163v1/NTAU01000005.1_provirus_421155_460128	GCA_003841635.1_ASM384163v1_AbiU_1	AbiU	AbiU	100.00%
GCA_033873535.1_PDT001993928.1/DARRHL010000003.1_provirus_223709_270970	GCA_033873535.1_PDT001993928.1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_024179135.1_ASM2417913v1/JAMZQK010000005.1_provirus_321091_369280	GCA_024179135.1_ASM2417913v1_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_027131535.1_PDT001538048.1/DALICN010000043.1_provirus_4_15342	GCA_027131535.1_PDT001538048.1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_900147625.1_436/FRUE01000006.1_provirus_404_9999	GCA_900147625.1_436_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_028683255.1_ASM2868325v1/JAJTWM010000002.1_provirus_372530_413616	GCA_028683255.1_ASM2868325v1_Hma_9	Hma	Hma	100.00%
